job title,company name,job description
Engineer I-Product/Test,Microchip Technology Inc.,Description introuvable
"Senior Analytics, Project Manager – Must Have PMP",Burtch Works,"***RELOCATION ASSISTANCE AVAILABLE******2 DAYS PER WEEK IN SCOTTSDALE OFFICE REQUIRED******CLIENT IS NOT ABLE TO PROVIDE CANDIDATE SPONSORSHIP***Description:Our client is a rapidly growing automotive and manufacturing retailer looking for a Senior Analytics Project Manager to join their growing team. The Senior Analytics Project Manager will be responsible for managing Data and Analytics projects including analytics services, data strategy, business intelligence and insights, machine learning/AI, data sciences, predictive modeling, forecasts, other statistical analyses, enterprise dashboards, and other strategic projects.Responsibilities:Responsible for the overall direction, coordination, execution, and implementation of Analyticsto ensure that project goals are accomplished within the specified time frame andparameters.Utilize a project management practice which supports frequent adaptation, inspection, self-organization, and a set of engineering practices that provide quick delivery of high-qualityneeds.Deliver within a framework that supports the key characteristics of an analytical project, such asneed to do exploratory analysis.Have a deep understanding of Analytics to drive clarity from ambiguity and the capability toconsensus across leaders and concerted progress across multiple teams.Prepare and manage project related management plans in support of obtaining business(includes program/project planning, schedule development, and scope management).Ensures flexibility and adaptability with project management methodology based on the project(CRISP- DM, Agile, hybrid: including the lifecycle of data science/artificial intelligence/machine learning: training, experimentation, deployment, inference) lifecycle ofData Engineering: consuming data, data transformations and analytics).Serve as a scrum master to work across data science and data analytics to facilitate planning andupdate stories, and keep data science informed.Have a conceptual knowledge of analytics tools, data science methodologies, and their application in solving complex business problems.Ability and initiative to learn and research new concepts, ideas, and technologies quickly.Employ strong problem-solving, and process development abilities.Strong communication, interpersonal, emotional intelligence, and presentation skills.Ability to quickly build collaborative relationships with project stakeholders and project teammembers.Ensure project results are clearly articulated within scope and delivered business benefits are ofhighest caliber.Perform resource capacity analysis and resource plan management in partnership withleadership.Define and track project milestones while developing, maintaining, and reporting on an overalldelivery plan.Serve as subject matter expert in briefing stakeholders in aspects of project progress related tocompletion, scope, cost, and quality; Represents the project in various project governanceinter-department forums.Facilitate the procurement and sourcing process by defining deliverables, managingteam tasks and ensuring negotiation activities are tracked and documented.Validate financial forecasts and provide on-going reconciliation of resources and other relatedexpenditures.Publishes scheduled project status reports.The position will report to the PMO but will take direction from Leadership within the AnalyticsStrategic Business Services segment.Job Requirements:This position requires at least 8 consecutive years of project management experience inand delivering analytics projects, with personal accountability for delivering to timecost for complex projectsWithin those eight years, preference to have a minimum of 5 years' experience managingthat include the following specializationsLanguages, including Python, R, SQL, and TableauData AnalysisData MiningStatisticsData VisualizationData ReportsData ModelingDatabase Systems.Understanding and experience managing projects using cloud solutions (AWS)Experience using CRISP-DM methodology, which supports Analytics best practices and supportsreplication, Agile and hybrid project management methodologies.Have sound business and technical acumen. Project Managers must understand theconcepts of analytics technical environmentsPreference to those with a retail background and a proven ability to inspire teamwork, earnfacilitate collaboration and remove barriers to ensure project delivery.Proficient in MS Office suite: Excel, PowerPoint, Project, Visio; understanding of analytical toolJira, SharePoint, bitbucket, and Clarity is a plusEducational Requirements:This position requires a bachelor’s degree in Analytics, Computer Science, Information Systemsrelated, or equivalent experience (10+ years).Master Level degree is highly preferred.PMP Certification, Prince2, Scrum / Agile, SAFe project management certification or equivalentProject Management certification required. Keywords: Project Manager, PMP, Data Analytics, Data Mining, Data Science, Data Strategy, Business Intelligence, Machine Learning, AI, Predictive Modeling, Forecasts, Enterprise Dashboards, Agile, Scrum Master, Governance, MS Office Suite, Data Visualization, Data Modeling, Python, R, SQL, Tableau, Exploratory Analysis, Enterprise Dashboards,Show moreShow less"
Design Research Intern (Summer 2023),Dropbox,"Company Description Dropbox is a leading global collaboration platform that's transforming the way people work together, from the smallest business to the largest enterprise. With more than 700 million registered users across more than 180 countries, our mission is to design a more enlightened way of working. From our headquarters in San Francisco to eight dedicated Studios and a worldwide team of employees who choose where they work best, our Virtual First approach is leading the way into the future of work. Team Description Our mission is to engage and hire the emerging talent that will shape the future of Dropbox.Learn about our internships here! Role DescriptionThe Research & Insights team helps Dropbox see the world from other people’s perspectives. We employ a variety of methods to collect rich data that enables product and design teams to make better decisions for our users. We find that research has the greatest impact when tightly coupled with design and product decisions, so we work on interdisciplinary teams. You’ll be embedded with a team of designers, product managers, and cross functional partners across the organization. As you conduct research, you will be responsible for developing deep, research-driven product expertise. As an intern at Dropbox, you’ll be an integral member of the Research & Insights team, working and learning alongside our talented team. This is a full time summer internship for 40 hours/week for a period of 12 weeks. This is an opportunity to develop skills and expertise in research coordination and execution, cross-functional team collaboration, and actionable insight. Interns will be provided with one-on-one mentorship and feedback throughout their internship and will also be considered for a full-time offer upon graduation pending business need and performance.Example opportunities(dependent on prior experience) Recruiting — Get involved in the process of screening and managing participants Partnering — Support a researcher to conduct an interview, on-site or remotelyTesting — Conduct a concept or usability test related to one of our key productsAnalyzing — Evaluate a survey that helps us better understand a segment of usersFacilitating — Host a workshop with designers and product managers to inform decision-makingResponsibilitiesWork closely with researchers and product teams to identify research questions Examine existing insights and product designs to generate hypotheses about how we can improve Dropbox products through user experience and engagement.Design, plan, and execute user research projects in collaboration with other researchers, designers, product managers and data scientists.Conduct research using a range of qualitative methods and a subset of quantitative methods, such as surveysCommunicate research findings and recommendations to stakeholders in compelling and creative waysRequirementsCurrently pursuing an undergraduate or graduate degree (graduating in/after Dec 2023) in Anthropology, Business, Design, Humanities, Human-Computer Interaction, Information Science, Journalism, Liberal Arts, Neuroscience, Psychology, Sociology, (or similar); or have equivalent work experience with User Experience, Product, or Design teamsClear presentation and communication styleDemonstrated skills for collaborating closely with othersExperience conducting independent research (qualitative or quantitative)Desire to develop in Research career track as opposed to DesignOne sample that highlights your research approach (i.e. past work, a classroom report, a personal project)Bonus: experience with visual design and/or database management (e.g. SQL)Total RewardsThe expected salary/On-Target Earnings (OTE) rate for the role is $7,500/Month, subject to change.Salary/OTE is just one component of Dropbox’s total rewards package. Dropbox is committed to investing in the holistic health and wellbeing of all Dropboxers and their families.Our benefits and perks programs include: Competitive medical, dental and vision coverageFlexible Time Off/Paid Time Off, paid holidays, Company-wide PTO days, Volunteer time offPerks Allowance to be used on what matters most to you, whether that’sproductivity, learning & development, wellness, co-working spacesAdditional benefits details are available upon request. Dropbox is an equal opportunity employer. We are a welcoming place for everyone, and we do our best to make sure all people feel supported and connected at work. A big part of that effort is our support for members and allies of internal groups like Asians at Dropbox, BlackDropboxers, Latinx, Pridebox (LGBTQ), Vets at Dropbox, Women at Dropbox, ATX Diversity (based in Austin, Texas) and the Dropbox Empowerment Network (based in Dublin, Ireland).Show moreShow less"
Modeling and Machine Learning Analyst Lead,USAA,"Purpose of JobWhy USAA?Let’s do something that really matters.At USAA, we have an important mission: facilitating the financial security of millions of U.S. military members and their families. Not all our employees served in our nation’s military, but we all share in the mission to give back to those who did. We’re working as one to build a great experience and make a real impact for our members.We believe in our core values of honesty, integrity, loyalty, and service. They’re what guides everything we do – from how we treat our members to how we treat each other. Come be a part of what makes us so special!The OpportunityWe are seeking a dedicated Modeling and Machine Learning Analyst Lead for our San Antonio office to lead the development, review, and / or implementation of entire model lifecycle. Leverages sophisticated modeling and machine learning techniques to solve important business problems. Communicates insights and business impact of model-based solutions to partners. Keeps models well managed and aligned with USAA model risk policy and regulatory expectations. Builds tools or capabilities for the future by researching powerful new data sources, the latest algorithms, or standard processes in model risk.This lead position can be based in one of our following office locations: San Antonio, TX, Plano, TX, Phoenix, AZ, Tampa, FL, Colorado Springs, CO, Charlotte, NC or work remotely in the continental U.S. with occasional business travel.Job RequirementsIdentifies and manages existing and emerging risks that stem from business activities and the job role.Ensures risks associated with business activities are effectively identified, measured, supervised, and controlled.Follows written risk and compliance policies, standards, and procedures for business activities.Leads development and/ or review of entire lifecycle of the modeling and machine learning project, manages projects, serves as a subject matter expert, and as a mentor to others.Partners with business leaders to identify needs for model-based solutions, assists in developing business requirements for model development and measures for success.Communicates modeling insights to technical and non-technical audiences and senior partners across the organization.Applies modeling and machine techniques such as linear and logistic regressions, time series methods, survival analysis, support vector machines, neural networks, decision trees, random forests, gradient-boosting methods, deep learning, k-means and other clustering methods, various simulation methods, or other sophisticated techniques to solve important business problems.Partners with business and data teams to conceptualize, acquire and / or review powerful and high-quality data features for modeling and machine learning.Demonstrates broad technology stack that includes Python, R, or SAS to develop or evaluate modeling or machine learning solution.Builds for future by conducting research on the latest machine learning techniques, large-scale computing, automation, or standard processes in model risk.Educates modeling and data science community across organization on findings.Mentors and provides consultation to team members and peers.Leads and guides team members in model data, model development, techniques, and methods.Coaches and shares findings on machine learning and application to enterprise models.Maintains, builds, or reviews automation tools and repeatable code base, crafted to promote reproducible research, and to reduce operational risks and costs to the organization.Builds or reviews model-based solutions and accompanying technical documentation consistent with regulatory requirements, working with other lines of defense as needed.Leads and/or reviews development and automation of performance supervising tools to maintain modeling and machine learning solutions.What You HaveBachelor's degree in a quantitative field, such as Mathematics, Statistics, Data Science, Computer Science, or a related quantitative STEM field (Science, Technology, Engineering, and Math). 4 years of related experience (in addition to the minimum years of experience required) may be substituted in lieu of degree.8 years in predictive modeling, model governance, machine learning or large data analysis. OR Advanced Degree (e.g., Master’s, PhD) in quantitative field, such as Mathematics, Statistics, Data Science, Computer Science, OR a Related quantitative STEM field (Science, Technology, Engineering, and Math) and 6 years of related work experience in predictive modeling, model governance, machine learning or large data analysis.Expert in developing or reviewing modeling solutions based on broad range of modeling and machine learning techniques – e.g., linear, and logistic regressions, time series methods, survival analysis, support vector machines, neural networks, decision trees, random forests, gradient-boosting methods, deep learning, k-means and other clustering methods, simulation methods, or other sophisticated techniques.Demonstrated ability to apply standard methodologies in using modeling and machine learning techniques to proactively identify and solve business problems.Expert in developing or reviewing modeling solutions based on Python, R, SAS, or other technology stack.Demonstrated ability to write and edit sophisticated technical documentation, communicate modeling insights and technical details to business leaders, technical and non-technical audiences.What Sets You ApartUS military experience through military service or a military spouse/domestic partner [optional]At least 8 years' experience with predictive modelingAt least 8 years' bank credit risk modelingOver 5 years' experience with Python codingThe above description reflects the details considered necessary to describe the principal functions of the job and should not be construed as a detailed description of all the work requirements that may be performed in the job.CompensationWhat we offer:USAA has an effective process for assessing market data and establishing ranges to ensure we remain competitive. You are paid within the salary range based on your experience and market data of the position. The actual salary for this role may vary by location. The salary range for this position is: $115,240 - $220,270.Employees may be eligible for pay incentives based on overall corporate and individual performance and at the discretion of the USAA Board of Directors.BenefitsAt USAA our employees enjoy best-in-class benefits to support their physical, financial, and emotional wellness. These benefits include comprehensive medical, dental and vision plans, 401(k), pension, life insurance, parental benefits, adoption assistance, paid time off program with paid holidays plus 16 paid volunteer hours, and various wellness programs. Additionally, our career path planning, and continuing education assists employees with their professional goals.For more details on our outstanding benefits, please visit our benefits page on USAAjobs.com.Relocation assistance is not available for this position.USAA is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.Show moreShow less"
Tableau Developer,eTeam,"Must Have SkillsTableauPythonData VisualizationDetailed Job DescriptionFive to Seven years’ experience creating Tableau reports, Data Visualization and Python.Excellent written and oral communications skillsAbility to function independently with minimal oversight, direction and as part of a teamStrong sense of project ownershipKnowledge in applicable report writing toolsShow moreShow less"
Tableau Developer,eTeam,"Must Have SkillsTableauPythonData VisualizationDetailed Job DescriptionFive to Seven years’ experience creating Tableau reports, Data Visualization and Python.Excellent written and oral communications skillsAbility to function independently with minimal oversight, direction and as part of a teamStrong sense of project ownershipKnowledge in applicable report writing toolsShow moreShow less"
IT Manufacturing Engineering Intern (ENGIN003502),RBC Bearings,"Join the Sargent Legacy in Securing Our FutureRBC Bearings Incorporated (NYSE: RBC/RBCP) is a leading international manufacturer of highly engineered precision bearings, components and essential systems for the industrial, defense and aerospace industries. Founded in 1919, the Company is primarily focused on producing highly technical and/or regulated bearing products and components requiring sophisticated design, testing and manufacturing capabilities for the diversified industrial, aerospace and defense markets. RBC currently has 56 facilities, of which 37 are manufacturing facilities in ten countries and the market capitalization is approximately $6.2 billion.In 2015, RBC acquired Sargent Aerospace and Defense.Founded in 1920, Sargent Aerospace & Defense leverages 100 years of expertise as a premier global supplier of precision engineered customized components that directly contributes to the safe operation of countless commercial and military aircraft, rotorcraft, submarines and land based vehicles.At Sargent, our mission is to secure our future by making the challenging a reality. We achieve this by delivering high quality products and services that meet customer requirements and exceed customer expectations through employee development, customer focus and continual improvement.Sargent’s continuing investment in people, assets, technology, and process quality ensures excellence and is integral to the company’s commitment to customers and their end-users. As we grow, we will continue to root our culture through our core values of Integrity, Respects & Values People, Customer Focus, Teamwork, Results Focus and Continual Improvement.Company Benefits IncludeCompetitive CompensationBonus platformsHolidays/Vacation/Sick Time401k Savings & Investment PlanTuition ReimbursementMedical/Dental/Vision PlansHSA/FSALife & Disability InsuranceAccident/Hospital/Critical Care PlansPet Insurance Gym & Rideshare Incentives Legal Insurance/Identity Theft Flexible Schedules3 & 4-day work week ½ day Fridays Dedication to our core values. Our must haves…Integrity - We do the right thing the right way. Our ideal candidate is ethical, honest in all interactions, delivers good news and bad, and follows through on commitments. Key Skills & Abilities: is fair, credible, confidential, fiscally responsible and accountable for decisions and actions.Respects and Values People - We encourage and bring out the potential of others. Our ideal candidate embraces diversity, recognizes and supports the accomplishments, talents and development of others. Key Skills & Abilities: is committed to the building of strong relationships and creates an environment of trust and mutual respect.Customer Focus - We act with excellence in each and every interaction. Our ideal candidate builds strong internal/external customer relationships, and goes above and beyond to deliver high quality products and services on time, every time. Key Skills & Abilities: is responsive with strong customer service skills, product and job knowledge to provide excellent customer satisfaction.Teamwork - We are better together. Our ideal candidate is inclusive, engaged and collaborative, sharing information, ideas and experiences to accomplish goals, improve decision making and leverage capabilities. Key Skills & Abilities: is a dependable team player, demonstrated through attendance and punctuality, works well with others and has strong communication skills (both oral & written) to keep all stakeholders informed.Results Focus - We focus on the outcome, not the obstacle. Our ideal candidate must have a strong work ethic with a results/performance driven track record in a fast paced, changing and challenging environment. Key Skills & Abilities: is adaptable, works with a sense of urgency and high level of initiative and demonstrates a commitment to quality with attention to detail.Continual Improvement - We encourage and drive innovation. Our ideal candidate must be naturally curious, passionate and never satisfied with the status quo. Key Skills & Abilities: is innovative and has a problem solving mindset that provides and implements CI ideas.With continual growth comes opportunity, this is why Sargent is now seeking an IT Manufacturing Engineering Intern for May – August 2023. Here, you will have a direct impact on overall operational efficiency with the projects you are working on. As an intern for the Software and Automation group at Sargent, the work you do will be meaningful.Position SummaryUnder the direction of the Software and Automation group, you will develop and improve operations by studying current processes/systems and implementing best-practice technological solutions.ResponsibilitiesSupport the Software & Automation Group with all required technical needsWork within Microsoft Excel to perform data analysis and visualizationDocument new or improved processesReview standard work for completeness and ease of understandingCoordinate with IT to insure full communication and support for all S&A projectsTake lead on projects to see through to completionBuild understanding of manufacturing processesResearch best practices and IIoT capabilitiesPossibility to work hands-on with electronics, sensors, and roboticsAssist with analyzing current systems to identify gaps or possible improvementsMinimum QualificationsPursuing a bachelor’s degree in Computer Science or related fieldMicrosoft Office proficiencyGood personal organizational skills to control productivityExcellent verbal and written communication skillsU.S. CitizenPreferred QualificationsExperience/working knowledge of manufacturing processesExperience with SQL and writing queriesKnowledge of PLC ladder logic, Arduinos, Raspberry Pi, PythonLike to work hands-on breadboarding electronicsInterest in robotics and machine learningExperience with data visualization toolsEEO/AA/F/M/Vet/DisabledShow moreShow less"
Director of Marketing Technology Strategy,Integrity Marketing Group LLC,"Annexus is a leading financial institution that designs and distributes highly innovative investment and retirement solutions that have been revolutionizing the retirement planning industry for over 15 years. We have an immediate opening for an exceptional Director of Marketing Technology Strategy.The Head of MarTech for Annexus drives our B2B client-centric business strategy to establish seamless integration of online and offline processes and deliver high value content to the right customers, at the right time, through the right channels to improve engagement and sales. Lead, manage and coordinate initiatives including CRM, CMS, analytics, loyalty, SMS and email marketing, digital advertising, AI, client data integration with downstream systems, and future capabilities.You will represent the Marketing Team in cocreating with IT, the long-term vision for how to best support internal sales and external client needs via our current and future MarTech solutions.Level: Director; Reports to the Senior Vice President of MarketingIn This Role, You WillHelp create the Roadmap: Partner with key stakeholders to identify objectives and strategic priorities to build and execute our MarTech roadmap. Using a foundation of user experience /customer experience insights, partner with stakeholder teams to guide MarTech strategies and the ecosystem of solutions. Leverage a strong understanding of client behavior.Solutioning: Balance technical and business acumen to translate business needs into solutions, in partnership with key stakeholders and IT. Hands-on partnering on integrations and work with 3rd party marketing platforms to deliver a highly personalized experience and improved business efficiencies. Bring a high level of MarTech industry expertise to offer best practices and support new ways of working for our Marketing Team.Collaborate: Communicate and collaborate with cross-functional stakeholders to share learnings around new opportunities and MarTech products and features.Drive Efficiencies: Investigate and analyze opportunities for improving production efficiency with MarTech tools (analytics, tagging, data management, site personalization/optimization). Ensure and monitor the health of MarTech integrations and work on new integrations that drive value. Track and understand new features of platforms within the MarTech ecosystem.Manage change: Own communication, train marketing staff and key stakeholders as necessary, drive adoption, and ensure governance on new MarTech capabilities.Key Qualifications And ExperiencesBachelor’s Degree3+ years of experience in the marketing technology space: implementing digital marketing tools and analytics platforms/solutions (DOE)Experience leading organizations through influence without direct authority or controlExperience in leading significant tech change in a marketing environmentExperience with data visualization, analytic tools, reporting and dashboarding, cloud-based data platforms and machine learning capabilitiesPassion for solving complex data problemsStrong analytical skillsStrong interpersonal and written, verbal, and active listening skillsAble to manage multiple projects and deadlines simultaneouslyAbility to work in a team-orientated, collaborative, and cross-functional environmentShow moreShow less"
"Industrial Engineer, Powertrain.",Lucid Motors,"Leading the future in luxury electric and mobilityAt Lucid, we set out to introduce the most captivating, luxury electric vehicles that elevate the human experience and transcend the perceived limitations of space, performance, and intelligence. Vehicles that are intuitive, liberating, and designed for the future of mobility.We plan to lead in this new era of luxury electric by returning to the fundamentals of great design – where every decision we make is in service of the individual and environment. Because when you are no longer bound by convention, you are free to define your own experience.Come work alongside some of the most accomplished minds in the industry. Beyond providing competitive salaries, we’re providing a community for innovators who want to make an immediate and significant impact. If you are driven to create a better, more sustainable future, then this is the right place for you.As an Industrial Engineer - Powertrain Manufacturing with Lucid, you will work in a start-up / expansion EV automotive manufacturing environment. You will establish and maintain production management and industrial engineering (IE) systems – including production scheduling, strategic planning, capacity modeling and overall equipment effectiveness (OEE).You WillImprove operational efficiency of factory equipment resulting in improved cycle-time and/or increased productivity.Improve labor productivity through the development/deployment of best known methods and Lean Manufacturing principles.Create detailed Manufacturing Instructions to document new processesUtilize analytical skills to identify root cause and evaluate the effectiveness of corrective actions for a variety of factory issues.Utilize data analytics to help identify root cause and evaluate the effectiveness of possible corrective actions for a specific factory issue.Design production workstations for ergonomics and efficiencyYou BringBS/MS Mechanical Engineering, Manufacturing Engineering required2+ years in EV Powertrain Manufacturing or closely related fieldExperience developing manufacturing processes for new and unique productsExperience designing mechanical equipment, fixture and tooling in CAD (SolidWorks preferred, CATIA is also a plus)Familiarity with automated manufacturing equipmentExperience introducing new equipment and new processes into a production environmentExemplary verbal and written communication skillsAt Lucid, we don’t just welcome diversity - we celebrate it! Lucid Motors is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, national or ethnic origin, age, religion, disability, sexual orientation, gender, gender identity and expression, marital status, and any other characteristic protected under applicable State or Federal laws and regulations.Notice regarding COVID-19 protocols At Lucid, we prioritize the health and wellbeing of our employees, families, and friends above all else. In response to the novel Coronavirus all new Lucid employees, whose job will be based in the United States may or may not be required to provide original documentation confirming status as having received the prescribed inoculation (doses). Vaccination requirements are dependent upon location and position, please refer to the job description for more details.Individuals in positions requiring vaccinations may seek a medical and/or religious exemption from this requirement and may be granted such an accommodation after submitting a formal request to and the subsequent review and approval thereof by our dedicated Covid-19 Response team.To all recruitment agencies : Lucid Motors does not accept agency resumes. Please do not forward resumes to our careers alias or other Lucid Motors employees. Lucid Motors is not responsible for any fees related to unsolicited resumes.Show moreShow less"
Business Intelligence Developer,Verra Mobility,"Who We Are...Verra Mobility is a global leader in smart mobility. We develop technology-enabled solutions that help the world move safely and easily. We are fostering the development of safe cities, working with police departments and municipalities to install over 4,000 red-light, speed, and school bus stop arm safety cameras across North America. We are also creating smart roadways, serving the world's largest commercial fleets and rental car companies to manage tolling transactions and violations for over 8.5 million vehicles. And we are a leading provider of connected systems, processing nearly 165 million transactions each year across 50+ individual tolling authorities.Position OverviewThe Business Intelligence Engineer partners with business and technical stakeholders to identify needs for data, reports, dashboards and actionable insights, and develops effective business intelligence (BI) solutions to answer the business needs that result in optimal business performance.Essential ResponsibilitiesPartner with stakeholders, specialists, and users to identify and validate business requirements for data, metrics, reports, dashboards, and BI solutionsQuery, collect and evaluate data and information from multiple sources, resolves conflicts, and structures data for analysis and reportingTest and validate data quality, data flow and BI solutionsPerform statistical analysis and modeling to extract knowledge and insights from dataCreate hypotheses and experiments to identify hidden relationships and construct new analytics methodsVisualize information and develop reports and dashboards on results of data analysisInfluence business and technical stakeholders through presentation of data-based insights and recommendationsDesign, develop and maintain reports, dashboards, and other BI solutionsPerform ongoing monitoring, support and refinement of reports, dashboards, and BI solutionsImplement new tools to make data flow and analysis more efficientOther duties as assigned or requiredQualificationsBachelor's degree from four-year college or university in related field2 years minimum experience developing BI and analytics solutionsKnowledge and understanding of relational database concepts, querying, and data warehousing (Oracle/SQL Server).Direct work experience using Visual Studio and/or Report Builder to build paginated reports in SSRSProficiency with scripting and programming languages (R, Python, etc.)Work experience in data warehouse environment – data replication, extraction, transformation, loading and cleansing.Data analysis and modeling skills using Excel and other statistical analysis toolsAbility to understand the “need behind the need”Strong critical thinking and problem-solving skillsAbility to communicate complex results to technical and non-technical audiencesExceptional skills with data visualization, specifically using PowerBIAligned With Verra Mobility ValuesDo What’s Right – We’re committed to doing the right thing for each other and for our customers – integrity is our DNA.Lead With Grace – We embrace the importance of our colleagues and customers and always treat them with kindness and grace.Own It – We foster a culture of accountability and excellence, where going the extra mile is standard practice.Win Together – We are ambitious and like to win, but we know we win more when we include others and work together.Show moreShow less"
"Analyst, IT – Data & Common Services(Tempe)",Hawaiian Airlines,"At Hawaiian Airlines, we are all about welcoming our guests with Hawaiian hospitality and aloha, and taking care of our people, our home, and the communities we serve. Join our ‘ohana and be a part of an exciting team of professionals dedicated to serving our kama‘āina and introducing our islands to the world!Position SummaryData & Common Services (D&CS) is responsible for building and maintaining enterprise-wide software services with over 30,000,000 calls per day. The services that we build are leveraged both by customer and employee facing applications. Services that enable passenger check-in are ideal for common services as they can be re-used by HawaiianAirlines.com, our mobile app, our self-service kiosks, even gate agents. We are responsible for best practices common use patterns and frameworks for our integration platform infrastructure that other groups within the company build their applications upon.As a technical Analyst on the D&CS team, you will lead technical deep dives and gather the details to enable the developers to build solutions.Your day-to-day responsibility can include analyzing data from various enterprise tools, managing expectations/timelines from your stakeholders, and writing user stories and documentation consumed by many teams. In this role, you will have the opportunity to perform exploratory analysis on how to consume new APIs or data elements to create deliverables for the organization to meet its goals. The detailed work may include reviewing an API specification, testing using a testing tool to validate elements of web services and analyzing the data/results. The position requires close work with departmental business analysts and technical architects as well as development teams.The technical Analyst will provide software development support and leadership/mentorship by providing subject matter expertise of several systems with which D&CS integrates and operates. This includes 3rd party SaaS’ such as the Sabre or Amadeus PSS, Farelogix and Revenue Integrity, knowledge of data cloud applications such as Snowflake, as well as IaaS/PaaS’ such as AWS and Azure.Analysts provide analysis and reporting services in support of LOB, pillar, and Enterprise. This group also updates, maintains, and analyzes data from various enterprise tools. Analyst partner with stakeholders to understand analysis and reporting needs to create deliverables that enable the organization to meet its goals. The detailed work includes analyzing data, numbers and creating deliverables to enable summarizing, proposing, or updating the stakeholders. The individuals in this family are excellent listeners, communicators (oral and written), and can distill the key topics/components/issues from discussions.Key ResponsibilitiesTranslate technical and architectural complexities of a technical solution so that project stakeholders can easily understandSupport the delivery of exceptional customer service that builds trust through responsive, accurate, consistent, knowledgeable, and available services and supportSupport the organization’s project management policy, practice, and methodologyProvide timely and accurate progress information to project status reportsInterpret data, analyze results using stat techniques, and provide ongoing reportsDevelop and implement data collection systems & other strategies that optimize statistical efficiency and data qualityAcquire data from primary/secondary data sources and maintain databasesIdentify, analyze, and interpret trends or patterns in complex data setsFilter, “clean” data, & review computer reports, printouts, and performance indicators to locate & correct problemsWork closely with management to prioritize business and information needsLocate and define new process improvement opportunitiesAuthority to recommend changes to processes and proceduresWork with project stakeholders to validate their requirements and analysis models via techniques such as reviews and walkthroughsEnsure system specifications meet the business unit expectations/requirements, and negotiate solutionsUnderstands and can explain to others the core processes involved in their area of supportMaintains existing requirements to ensure that current-state needs are knownUnderstands the source and use of key data and prepares analysis reports to enable design decisionsEnsure the requirements map to a real business need, are approved by all relevant stakeholders, and meet essential quality standardsEnsure that technology solutions adhere to quality standardsParticipate in reviews or inspections in collaboration with the project team to ensure the quality of work productsDevelop cost/benefit analysis for business solutions Other duties as assignedMinimum RequirementsBachelor’s Degree (in lieu of degree – 4 years of experience in IT or business environment)2 years of work experience in Information Technology or business environment (Or 1 year of working in Hawaiian Airlines IT)Proven history of completing tasks with minimal directionSolid analytical and problem-solving skillsUnderstands financial management process for accurate time reporting and uses corporate assets in a responsible mannerDemonstrates applied knowledge of one or more analysis and problem decomposition techniquesExperience interacting with business reps and other partners/vendors to ensure that requirements are accepted and well-knownUnderstands complete SDLC and can apply the applicable portions of the ‘Feasibility,’ ‘Requirements,” and ‘Analysis’ phasesProficient writing and documentation skillsPossesses advanced analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracyAll applicants are advised that post-offer and/or pre-employment drug testing will be conducted, and they must successfully pass the drug test. Failure to submit to testing or positive indications of drug use will render the applicant ineligible for employment with Hawaiian Airlines and any employment offer will be withdrawn.Preferred QualificationsProficient SQL knowledgeStrong technical expertise regarding data models, database design development, data mining and segmentation techniquesAirline industry experienceKnowledge of Sabre or Amedeus PSSRESTful API designSOAP Web Service designFamiliar with PyTest and pythonWriting user storiesWriting acceptance criteriaWriting automated testsRelease and change managementAbout Hawaiian AirlinesHawaiian® has led all U.S. carriers in on-time performance for each of the past 18 years (2004-2021) as reported by the U.S. Department of Transportation and was named No. 1 U.S. airline by Condé Nast Traveler’s 2021 ReadersChoice Awards. Consumer surveys by Travel + Leisure and TripAdvisor have placed Hawaiian among the top of all domestic airlines serving Hawaiʻi.Now in its 93rd year of continuous service, Hawaiian is Hawaiʻi's biggest and longest-serving airline. Hawaiian offers approximately 130 daily flights within the Hawaiian Islands, daily nonstop flights between Hawaiʻi and 16 U.S. gateway cities – more than any other airline – as well as service connecting Honolulu and American Samoa, Australia, Japan, New Zealand, South Korea and Tahiti.The airline is committed to connecting people with aloha by offering complimentary meals for all guests on transpacific routes and the convenience of no change fees on Main Cabin and Premium Cabin seats. HawaiianMiles members also enjoy flexibility with miles that never expire. As Hawai‘i’s hometown airline, Hawaiian encourages guests to Travel Pono and experience the islands safely and respectfully.Hawaiian Airlines, Inc. is a subsidiary of Hawaiian Holdings, Inc. (NASDAQ: HA). Additional information is available at HawaiianAirlines.com. Follow Hawaiian’s Twitter updates (@HawaiianAir), become a fan on Facebook (Hawaiian Airlines), and follow us on Instagram (hawaiianairlines). For career postings and updates, follow Hawaiian’s LinkedIn page.For media inquiries, please visit Hawaiian Airlines’ online newsroom.Show moreShow less"
