,job title,company name,job description
857,"Software Engineer (React, Pixi) -- Hybrid Work Location",Tenet3,"Tenet3 is seeking a Software Engineer / Frontend Engineer (React, Pixi) to join our team. As a Software Engineer, you will be responsible for building a visually-exciting, high-performing, intuitive web application to solve challenging security problems.Essential Job DutiesYou will use a ReactJS, Redux, Pixi, SCSS and HTML5 client-side stack to interact with users. You will:Develop, test, enhance, debug, and implement softwareCollaborate with the design and project teams on product specificationsConfigure applications according to design specificationsParticipate in peer reviews of code written by other developersTroubleshoot production problems related to software applicationsParticipate in development of software documentation and user manualsSkills/QualificationsTechnology experience in one or more of the following: ReactJS, Redux, Pixi, SCSSExperience building JavaScript applications on a collaborative teamUnderstanding of computer science fundamentals (data structures and algorithms)Ability to clearly and effectively communicate design processes, ideas, and solutions to teams and clientsExperience interacting with APIs (REST, SOAP or GraphQL)Familiarity with software testing methodologiesFamiliarity with databasesEligibility to establish and maintain a Department of Defense Top Secret security clearanceEducation/ExperienceBachelor's Degree in Computer Science, Computer Engineering, Electrical Engineering, Mathematics, Physics or a similar discipline. 3 years of full-time development experience is required for the remote option.CompanyTenet3 is a cyber analytics company based in Dayton, Ohio. We develop software products supporting advanced machine learning, property graph analysis, and enhanced human cognition. Our tag line is Cybernetics. We seek synergies between human insights and machine automation. Working together our software platforms and human analysts enable a concept we call ""explainable security."" This offers our customers a unique window into the trustworthiness of complex, interconnected, cyber-physical systems. Successful software drives our growth. We need you, your talents, and your experience to drive our success.Tenet3 provides equal employment opportunities to all employees and applicants for employment without regard to race, color, ancestry, national origin, gender, sexual orientation, marital status, religion, age, disability, gender identity, results of genetic testing, or service in the military. Equal employment opportunity applies to all terms and conditions of employment, including hiring, placement, promotion, termination, layoff, recall, transfer, leave of absence, compensation, and training.BenefitsRemote optional work location with periodic office visitsGenerous PTOAdditional sick daysFloating holidays100% paid medical, vision, and dental for employee & familyHSA with company contributionsEducation reimbursement for higher education, conferences and self-study401(k) Retirement Plan with company match and profit sharingShort and Long-term DisabilityLife InsuranceCasual environment with smart, creative peopleFlex timeFree coffee and snacksMonthly wellness classes with free lunchSalary Range$60k - $130kShow moreShow less"
858,"Department Head, Department of Operations, Business Analytics, and Information Systems",University of Cincinnati,"Current UC employees must apply internally via SuccessFactors > http://bit.ly/UCEMPLFounded in 1819, the University of Cincinnati ranks among the nation’s best urban public research universities. Home to more than 47,000 students, 10,500 faculty and staff and 330,000 alumni, UC combines a Top 35 research university with a physical setting The New York Times calls “the most ambitious campus design program in the country.” With the launch of Next Lives Here, the Cincinnati Innovation District, a $100 million JobsOhio investment, eight straight years of record enrollment, worldwide leadership in cooperative education, a dynamic academic health center and entry into the Big 12 athletic conference, UC’s momentum has never been stronger. UC’s annual budget tops $1.6 billion and its endowment totals $1.9 billion.About the DepartmentAs part of a thriving, top-25 research university in a city with many Fortune 500 companies, the Lindner College of Business delivers academic excellence with an emphasis on experiential learning in a multi-disciplinary environment, adding real-world value to students and the communities they serve. The college enrolls over 4,200 undergraduate students and 1,100 graduate students and provides them with unique opportunities to build professional experience, cultural competency and leadership skills through co-operative education, internships, field-study research, and cross-disciplinary studios. The college’s new $120 million, 225,000-square-foot facility, Carl H. Lindner Hall, which opened in Fall 2019, positions Lindner among the nation’s best business schools with excellent programs and high growth potential. The OBAIS Department—the largest department in the college—offers nationally-recognized educational programs in business analytics, information systems, and operations. For example, the Master’s in Business Analytics (MS-BANA) program has been named the No. 1 MS in Data Science school in the country by Predictive Analytics Today, and ranked 18th globally and 7th nationally among U.S. public universities by Quacquarelli Symonds (QS). The department was awarded the 2019 INFORMS UPS George D. Smith Prize for its innovative approach to curriculum that effectively prepares students to be successful operations research and analytics professionals after graduation. The department’s Master’s in Information Systems (MS-IS) program is also ranked 15th among U.S. universities by Eduniversal. Advancing the outreach aspect of our institutional mission, the UC Center for Business Analytics, housed within the department, serves organizations— locally and nationally— aspiring to be best-in-class in analytics. The Center brings together academia and practice by connecting faculty and students with member companies through symposiums, training, and collaborative problem-solving efforts, including student projects and internships. As a center of commerce for a region of over two million people, the city of Cincinnati is a hub of innovation that attracts top business talent from all over the world. Cincinnati provides big city opportunities for business professionals with a high quality of life and a low cost of living. According to Forbes, Cincinnati is the 5th most affordable city in America, and the 9th best for raising a family. Healthgrades recognizes Cincinnati as #1 among the 44 US largest cities on the health care index, and U.S. News & World Report has ranked Cincinnati as the #1 city to live in Ohio. The community is welcoming, friendly, and inclusive. Mashable has ranked Cincinnati one of America's most social cities, and the Human Rights Campaign gives the city a perfect score on its Municipal Equality Index for LGBTQ inclusiveness. Job OverviewThe Carl H. Lindner College of Business at the University of Cincinnati invites applications for the position of Department Head of the Department of Operations, Business Analytics, and Information Systems beginning no later than August 2023. Review of applications will begin immediately and will continue until the position is filled. Compensation and employment benefits will be competitive for the rank into which a candidate is hired. Lindner faculty are recognized for excellence in research, publishing in and serving the leading academic journals, and in teaching, demonstrating innovation and commitment vital to student success. We nurture faculty as impactful thought leaders and institution builders, empowering professional development within our collegial, diverse, and vibrant community.Essential FunctionsA core responsibility of the Department Head is to provide leadership and collaborative management of the department, including academic planning; promoting the selection, development, and retention of an outstanding and diverse faculty; potential supervision of exempt and non-exempt staff; course scheduling and staffing decisions; managing departmental budgets; long-range planning; curriculum development and program review; and the distribution and utilization of resources. In addition, the Department Head is expected to contribute to the development of appropriate procedures for governance within the department and to achieve the strategic goals of the department, college, and university. Furthermore, the Department Head is responsible for abiding by and working within the AAUP-UC Collective Bargaining Agreement. Beyond the Department Head responsibilities described above, all Lindner College of Business tenure-track faculty members are expected to: be able to teach at any level of the department’s PhD, master’s, and undergraduate programs; conduct research consistent with the high standards of the Lindner College of Business; and advance the research, teaching, and outreach missions of the institution.Minimum RequirementsCandidates must hold a Ph.D., Doctor of Business Administration (DBA), or equivalent degree in Information Systems, Statistics, Operations Management, Operations Research, Industrial Engineering or a related field.Candidates must have an academic record of research, teaching, and service appropriate for an appointment with tenure in a college of business at the rank of associate or full professor.Candidates must have a demonstrated record of academic leadership.Appointment DetailsThe Department Head is appointed for an initial term of 4 years, and the appointment is renewable for subsequent terms of 3 years.The Department Head appointment includes a stipend and appropriate teaching load reduction.Application ProcessTo apply, first create an applicant profile in UC’s Success Factors system. Apply to the Job and attach the following documents in the application:Cover Letter, up to two pages, including a statement of the candidate’s philosophy of and approach to academic leadership.CV/Resume.List of references (3) – names and contact information only; we will contact references should we move forward with your application.Compensation and BenefitsUC offers a wide array of complementary and affordable benefit options, to meet the financial, educational, health, and wellness needs of you and your family. Eligibility varies by position and FTE.Competitive salary range dependent on the candidate's experience.Comprehensive insurance plans including medical, dental, vision, and prescription coverage.Flexible spending accounts and an award-winning employee wellness program, plus an employee assistance program.Financial security via our life and long-term disability insurance, accident and illness insurance, and retirement savings plans.Generous paid time off work options including vacation, sick leave, annual holidays, and winter season days in addition to paid parental leave.Tuition remission is available for employees and their eligible dependents.Enjoy discounts for on and off-campus activities and services.FOR ALL FACULTY HIRES OFFICIAL ACADEMIC TRANSCRIPTS WILL BE REQUIRED AT THE TIME OF HIREThe University of Cincinnati, as a multi-national and culturally diverse university, is committed to providing an inclusive, equitable and diverse place of learning and employment. As part of a complete job application you will be asked to include a Contribution to Diversity and Inclusion statement.As a UC employee, and an employee of an Ohio public institution, if hired you will not contribute to the federal Social Security system, other than contributions to Medicare. Instead, UC employees have the option to contribute to a state retirement plan (OPERS, STRS) or an alternative retirement plan (ARP).The University of Cincinnati is an Affirmative Action / Equal Opportunity Employer / Minority / Female / Disability / Veteran.REQ: 85777SF:OMJ SF:RM SF:HEJ, SF:INS SF:HERC SF:DIV SF:LJNShow moreShow less"
859,"Microbiology Intern, Food Protection",Lamb Weston,"Title: Microbiology Intern, Food ProtectionLocation: Richland, WACountry: United States of AmericaAbout Lamb WestonLamb Weston is a leading supplier of frozen potato, sweet potato, appetizer and vegetable products to restaurants and retailers around the world. For more than 60 years, we've produced innovative, inventive products that make life better for our customers and their customers.Job Description SummaryParticipate in an 11-week internship program built around your career goals and hands-on projects that impact the organization. As part of the Lamb Weston University Recruiting Internship Program, Interns work towards completing a Capstone project and are assigned a mentor who will guide and evaluate performance.Whether you are interested in Agricultural Science, Data Science, Finance, Supply Chain, IT, Manufacturing, Food Science, Marketing, or Engineering, our highly selective summer intern program has projects that will help you build the next stage in your career. 11 week paid internship, May - August (actual dates may vary) Gain real-world working experience through dynamic projects assigned by your mentor and assigned department Network and learn from executives, department leaders, high performers, and fellow interns across the business Receive guidance and feedback from your assigned mentor throughout the program Professional development events providing tools that will help after the internship and after graduationJob DescriptionLearn more about the Annual Summer Intern Program here!The Food Safety & Protection Intern (Microbiology) will be a contributing member of a team that brings together leading-edge technical knowledge to food safety and microbiology related initiatives for a global organization.Typical Duties May Include But Are Not Limited ToIn this internship, you will gain industry insight while assisting professionals in various studies and key projects. You will work in a collaborative environment, share your ideas/expertise, and will complete a capstone project related to your area of interest.Conduct validation studies in the lab.Exposure to manufacturing processes and equipmentPlan microbiological tests for plant projectsPrepare samples for laboratory analysesDocument and maintain accurate and complete records for respective projectsCollect and organize data Format, analyze, and summarize dataMaintain a current and accurate laboratory notebookProficiencies GainedCross-functional team-building skillsExposure to contemporary business and technical challengesOpportunity to personally drive projects based on individual's skill and interest levelUnique approaches to Root Cause and Gap AnalysisAnalytical and data evaluation experienceBasic & Preferred QualificationsCurrent enrollment in a bachelor's degree program related to Food Science or Food MicrobiologyJunior, Senior program standing preferredMinimum GPA 3.0A basic understanding of science and food safety (biology, chemistry, or microbiology) to apply skills to support food protectionAbility to problem solve with limited guidanceExcellent verbal and oral communication skillsIndustry-Competitive BenefitsCoupled with our compensation and bonus incentive programs, our benefits deliver rewards that are market competitive. Some of the most attractive elements of our benefit programs include:Health Insurance Benefits - Medical, Dental, VisionFlexible Spending Accounts for Health and Dependent Care, and Health Reimbursement AccountsWell-being programs including companywide events and a wellness incentive programPaid Time OffFinancial Wellness - Industry leading 401(k) plan with generous company contributions, Financial Planning Services, Employee Stock purchase program, and Health Savings Accounts, Life and Accident insuranceFamily-Friendly Employee eventsEmployee Assistance Program services - mental health and other concierge type servicesBenefits may vary based on location, job role/level, job status, and/or the terms of any applicable collective bargaining agreements.Job Requisition ID: Req-231245Time Type: Full timeIn compliance with applicable state and local laws, Lamb Weston has opted to include a reasonable estimate of the compensation for this role. This compensation is specific to this position and takes into account a number of variables. Actual compensation may be higher or lower in the range posted based on various factors, including, but not limited to, job duties, experience and expertise. A candidate's work location could also impact the actual compensation being outside of the range to reflect local cost of labor. A reasonable hourly estimate for this role based on the variables previously mentioned is: $21.00Lamb Weston is an Equal Opportunity Employer and considers qualified applicants for employment without regard to race, color, creed, religion, national origin, sex, sexual orientation, gender identity and expression, age, disability, veteran status or any other protected factor under federal, state or local lawShow moreShow less"
860,Cloud Engineer - Azure,Transducers Direct LLC,"This position is open for either Part time or Full Time. This can be discussed at the time of interview. This is a hybrid position.Duties And ResponsibilitiesManaging a cloud environment and debugging activities throughout development Collaborating and identifying cloud solutions with technical teamsTroubleshooting and resolving cloud-based process difficultiesConstructing and creating various web applications in a cloud environmentAutomating cloud-based services and platformsMigrating data from on-premises systems to cloud-based appsKeeping abreast with market trends, emerging technologies, and cloud-based initiativesCollaborating with key stakeholders to ascertain the modifications they wish to make to their existing systems.Evaluating existing systems to identify any vulnerabilities that could jeopardize cloud security.Transferring company data to the cloud and organizing it for easy retrievalUpgrading cloud storage space to maximize the retention of files and other critical enterprise data.Collaborating with engineering and development teams to assess and select the most appropriate cloud solutions.Modifying and enhancement of current systems.Creating and maintaining cloud-based systems following industry standards.Assuring that data storage and processing processes operate efficiently in compliance with enterprise security policies and cloud security best practices.Detecting, assessing, and addressing infrastructure and application deployment vulnerabilities.Developing scripts and templates necessary for resource provisioning to occur automatically.Developing software for the organization’s systems and providing ES as a service.QualificationsA bachelor’s degree in computer science or a closely related discipline.At least three years of experience working in the cloud computing industry.Experience with continuous integration/continuous delivery systems.SysOps experience.Certifications in Azure, AWS are desired.Analytical and troubleshooting abilities.Transducers Direct® is a 23-year-old sensing technology company located in Cincinnati, Ohio. We develop, manufacture, and sell innovative sensors for industrial and home automation. Our products bring technology and features to the market not found in today’s traditional products. A recognized industry leader in wireless pressure sensing, our CirrusSenseTM family of wireless products is revolutionizing how pressure is remotely monitored in a wide range of applications. We have been nominated for Innovation Awards by Flow Control Magazine, IBEX (International Boat Builders), Sensors Expo, and the AHR Expo (air conditioning, heating, and refrigeration trade show).Transducers Direct® takes pride in our world-class customer service with each department of the company working together to ensure our customer’s total satisfaction throughout the entire engineering and purchasing process. We provide sales and support to End Users, OEMs and Resellers worldwide.Our Mission Statement: “Wow the Customer”Transducers Direct knows our employees are the backbone of our success and the company has instituted programs to make this a great place to work. Our “Summer Hours” schedule where all employees receive Friday afternoons off with pay, new employees receiving full vacation time after 90 days, casual dress code including the ability to wear shorts, and ice cream trucks and sundae bars for the company when goals are met, are just a few of the perks our employees enjoy. Transducers Direct offers highly competitive compensation and a 401K program with 4% company match. There are 10 paid holidays and your vacation time is available after only 3 months with the company.Sponsorship is not available for this position.Show moreShow less"
861,IT Security Analyst,Retail Options,"Are you a smart, driven professional with a demonstrated history of accomplishments and a natural curiosity, and a healthy entrepreneurial spirit for solving complex problems? Do you want to take ownership of your career then this position is for you?Our client is looking for an IT Security Analyst to play a vital role in keeping the firm’s proprietary and sensitive information secure. He/she works inter-departmentally to identify and correct flaws in the firm’s security systems, solutions, and programs while recommending specific measures that can improve the firm’s overall security posture. You will be responsible for ensuring that the firm’s digital assets are protected from unauthorized access. This includes securing both online and on premise infrastructures, weeding through metrics and data to filter out suspicious activity, and finding and mitigating risks before breaches occur. If a breach does occur, the security analyst will be on the front line, leading efforts to counter the attack.You will have an associates or BA/BS ideally in Computer Science, Cyber Security, Information Security, Engineering, or Information Technology, and a minimum of 2 years of IT-related experience. Previous experience working in a law firm or service industry is preferred. Must possess strong customer service skills along with the ability to diagnose and solve complex software and hardware issues. Help Desk Ticketing systems are a must. Must have industry-recognized certifications in CISSP, GIAC, or similar (or achieve within one year of employment).Show moreShow less"
862,Senior Data Analyst,U.S. Bank,"At U.S. Bank, we're passionate about helping customers and the communities where we live and work. The fifth-largest bank in the United States, we’re one of the country's most respected, innovative and successful financial institutions. U.S. Bank is an equal opportunity employer committed to creating a diverse workforce. We consider all qualified applicants without regard to race, religion, color, sex, national origin, age, sexual orientation, gender identity, disability or veteran status, among other factors.Job DescriptionThe Corporate Audit Services Senior Data Analyst supports internal audit with data analysis projects designed to improve the effectiveness and efficiency of audit engagements of U.S. Bancorp (USB), affiliates, wholly owned subsidiaries and entities where USB owns a majority (controlling) interest. The Senior Data Analyst is also expected to develop and deepen relationships with key internal and external stakeholders that include, but are not limited to: CAS leadership, regulatory agencies; business line and risk management peers; external subject matter experts; and industry peers.The Senior Data Analyst is responsible for performing assigned data analysis projects in accordance with U.S. Bank Human Resources policies and internal audit policies and procedures to support the audit teams completing their engagements.Responsibilities:Responsible for working on advanced big data/analytics projects that gather and integrate large volumes of data to perform analysis, interpret results and develop actionable insights and recommendations for use across CAS.Collaborates with the CAS audit teams to promote the use of data analytics, building more effective tests of controls, enabling more comprehensive audit testing, providing efficiencies that cannot be achieved through manual testing, and increasing the use of data analytics overall. Includes assisting CAS audit teams to better understand their data.Acquires complex data from multiple data sources, including emerging distributed database platforms, in order to perform sophisticated analyses that will provide insights about the risk and control environment.Identifies, analyzes and interprets trends or patterns in data in order to provide answers to business questions, as well as provide recommendations for action.Interprets complex data and analyzes results using various statistical techniques and tools.Presents data and analysis in a clear and concise manner, allowing the audience to quickly understand the results and recommendations, so they may act upon them and make data driven decisions.Collaborates with various partners to provide a holistic view of the analysis.Measures and monitors results of applied recommendations and facilitates adjustments.Ensures all data acquisition, sharing and results of applied recommendations are compliant with company standards. Provides technical coaching and assistance to others as needed, sharing expert-level knowledge of tools and languages.Basic Qualifications Bachelor's degree in a related field, or equivalent work experience Five to seven years of statistical and/or data analytics experiencePreferred Skills/Experience:Relevant technical knowledge: 2-3 years of work experience with Tableau or Power BI, and 5 or more years of significant work experience with one or more of the following: SQL, SAS, Python, R/R-Studio, WebFOCUS, or ACLCIA, CISA, or other relevant professional designation or advanced degree. Public accounting or other relevant experienceAbility to independently translate complex business scenarios into efficient and effective data analytic solutionsInternal audit experienceDemonstrated project management skillsEffective interpersonal, verbal and written communication skillsThis role is hybrid. Team members who are in a hybrid role typically spend three days a week at a U.S. Bank location, while having flexibility on their work location for the other working days.INDMOIf there’s anything we can do to accommodate a disability during any portion of the application or hiring process, please refer to our disability accommodations for applicants.Learn how the way we work at U.S. Bank drives meaningful relationships with our customers and collaboration across the company.Benefits:Take care of yourself and your family with U.S. Bank employee benefits. We know that healthy employees are happy employees, and we believe that work/life balance should be easy to achieve. That's why we share the cost of benefits and offer a variety of programs, resources and support you need to bring your full self to work and stay present and committed to the people who matter most - your family.Learn all about U.S. Bank employee benefits, including tuition reimbursement, retirement plans and more, by visiting careers.usbank.com.EEO is the LawApplicants can learn more about the company’s status as an equal opportunity employer by viewing the federal EEO is the Law poster.E-VerifyU.S. Bank participates in the U.S. Department of Homeland Security E-Verify program in all facilities located in the United States and certain U.S. territories. The E-Verify program is an Internet-based employment eligibility verification system operated by the U.S. Citizenship and Immigration Services. Learn more about the E-Verify program.Due to legal requirements, U.S. Bank requires that the successful candidate hired for some positions be fully-vaccinated for COVID-19, absent being granted an accommodation due to a medical condition, pregnancy, or sincerely held religious belief or other legally required exemption. For these positions, as part of the conditional offer of employment, the successful candidate will be asked to provide proof of vaccination or approval for an accommodation or exemption upon hire.Show moreShow less"
863,2023 Engineering Co-Op,Nestlé,"Foods people love. Brands people trust. And a career that nourishes your future like no other.If you're driven by the passion to do something meaningful that changes lives, Nestlé is the place for you. Nestlé USA is one of seven operating companies that make up Nestlé’s presence in the United States. We're in 97% of American homes, and as the leading food and beverage company, our goals are to continue to deliver quality food and beverage products, strengthen our local communities, and reduce our environmental and climate impact.We’re determined to challenge the status quo and be better tomorrow than we are today. As individuals and teams, we embrace our entrepreneurial culture and have created a workplace where collaboration is essential, courage is rewarded, speed is expected, and agility is the norm to delight our consumers every single day. Here, you will find limitless opportunities to learn and advance your career and feel empowered to succeed in the workplace and beyond. Because our focus is not only on nourishing our customers, but also about enriching you.This position is not eligible for Visa Sponsorship.Position SnapshotYou know us as the food and beverage company behind a lot of your favorites like Stouffer’s, Nesquik, Toll House, and Lean Cuisine, as well as new discoveries like Sweet Earth and Chameleon Cold-Brew coffee. Across our organization, we’re building a workplace where collaboration is essential, courage is rewarded, speed is encouraged, and agility is the norm to delight our consumers every single day!Here's a breakdown of what the big picture entails for this program:The Nestlé USA Engineering Co-op program is a development program that provides the opportunity for select individuals to gain real world experience and an understanding of Technical & Production at Nestlé USA. The Co-op program consists of 3 or 6 month rotational experiences intended to build capability and understanding of the core Engineering Functions at Nestlé USA. As you progress through your schooling and work experiences, you will build your expertise in Electrical & Automation, Industrial Services or Process Engineering.Whether you are joining the program as a freshman, sophomore, junior or senior, you will receive an exciting introduction to the world of Nestlé USA and begin to understand the various departments working in collaboration to make our products. As you further your educational career, you will begin to experience a unique breadth of work assignments within your area of expertise, focusing on becoming a subject matter expert within the Engineering team. As an Engineering Co-op, you will play a key role in leading and executing projects and gaining an understanding of Electrical & Automation, Industrial Services or Process Engineering in our factories. Primary Responsibilities:As an Engineering Co-op, you will be learning and growing as an Engineer while delivering results for Nestlé USA through key projects, systems, and people. Depending on your area of focus, you may have experiences similar to the following: Electrical & Automation Potential Experiences Include: Power Distribution, Basic Motor and Power Controls, Electrical Safety/Arc Flash, Factory Automation Standards, Instrumentation Calibration, Manufacturing Execution System (MES), Advanced Process Controls, Robotics and Digital Technologies like Data Analytics and IIoTIndustrial Services Potential Experiences Include: Hygienic Engineering, Refrigeration and Thermal systems, Process Capacity and mass/heat balances, compliance and reliability, process safety, Water and Waste Water treatment and other utilities, mechanical integrity and SustainabilityProcess Engineering Potential Experiences Include: Batch and Continuous Processing, Hygienic Engineering, Cleaning in Process (CIP), Thermal Processing, and an in-depth view on the different production processes related to the food production like product preparation and standardization, evaporation, spray drying, filling and packing, etc. LocationsVarious Manufacturing or Corporate Locations across Nestlé USACo-ops will likely move to different site(s) throughout various rotations as necessary Requirements EducationWorking towards a Bachelor’s Degree in Mechanical Engineering, Electrical Engineering, Chemical Engineering, Computer Engineering, Mechatronics Engineering or other related engineering disciplineGPA of 3.0 and above preferredSkills & KnowledgeStrong communication and presentation skillsAnalytical skillset for data tracking and results analysisAbility to work and thrive in a team environmentDemonstrate outstanding learning capabilitiesAbility to deliver results on challenging assignmentsAdditional RequirementsComfortable working with people in various capacities in a factoryAble to work any shift, including second or third shift as required throughout program experiencesOpen to working in facilities where ambient conditions may be very cold, wet or warmAdditional Perks:Immersion into a dynamic and collaborative work culture with varied colleaguesMentorship and professional guidance from experienced leaders and a training program designed to support successful project completionWork with an influential industry leader in consumer packaged goods (Fortune Magazine)Volunteer in community service opportunities with a variety of Nestlé Share Valued Organizations (e.g. Boys & Girls Club of America & Nestlé Adopt-A-School Program)Competitive compensation with housing subsidy provided It is our business imperative to remain a very inclusive workplace.To our veterans and separated service members, you're at the forefront of our minds as we recruit top talent to join Nestlé. The skills you've gained while serving our country, such as flexibility, agility, and leadership, are much like the skills that will make you successful in this role. In addition, with our commitment to an inclusive work environment, we recognize the exceptional engagement and innovation displayed by individuals with disabilities. Nestlé seeks such skilled and qualified individuals to share our mission where you’ll join a cohort of others who have chosen to call Nestlé home.The Nestlé Companies are an equal employment opportunity and affirmative action employer seeking diversity in qualified applicants for employment. All applicants will receive consideration for employment without regard to race, ethnicity, color, gender, gender identity, age, religion, national origin, ancestry, disability, perceived disability, medical condition, genetic information, veteran status, sexual orientation, or any other protected status, as defined by applicable law. Prior to the next step in the recruiting process, we welcome you to inform us confidentially if you may require any special accommodations in order to participate fully in our recruitment experience. Contact us at accommodations@nestle.com or please dial 711 and provide this number to the operator: 1-800-321-6467.This position is not eligible for Visa Sponsorship. #TechnicalShow moreShow less"
864,"Data Engineer, Snowflake",Ringside Talent,"We are looking for a Snowflake Data Engineer to work for our client. The ideal candidate will align with the responsibilities and qualifications outlined below.Responsibilities:Work with product, data science, analytics, and engineering teams to learn project data needs and define the project scope.Lead the identification, design, implementation and own internal process improvementsLead in the automation of manual processes, and optimize data delivery and ingestionRespond to operational data pipeline failures with a sense of ownership and an eye toward continuous improvementAssemble accurate large, complex data sets that meet business requirementsProcess unstructured data into a form suitable for analysis.Monitor data performance and modifying infrastructure as needed.Facilitate business decisions with ad hoc analysis as needed.Qualifications:4+ years of experience in a Data Engineer roleKnowledge of cloud-based data warehousing productsExperience building and maintaining cloud data warehouses using SnowflakeExperience with data pipeline and workflow management & Governance toolsKnowledge of Data Analytics and modeling toolsAbility to model data for performance and accessibility whether creating fixed data schemas or schema on read modelsHighly effective working in a team, as well as working independentlyExcellent written and verbal communication skills #dataengineer #snowflake #dataanlytics #softwaredevelopment #sldc #informationtechnologyShow moreShow less"
865,Sr Business Data Analyst,DHL Supply Chain,"Are you a passionate leader looking for autonomy and exciting career possibilities?Do you take an energetic and resourceful approach to problem-solving while bringing innovative ideas and analytics to life on behalf of your team and your customers?Do you enjoy effectively translating requirements into an efficient process and/or system solution? If so, DHL Supply Chain has the opportunity for you.Job DescriptionTo apply knowledge and analytics to develop and communicate timely, accurate, and actionable insight to the business through the use of modeling, visualization, and optimization. Responsible for the reporting, analyzing, and predicting of operational processes, performance, and Key Performance Indicators. Communication with site leadership, operations, and finance on efficiency, customer requirements, account specific issues, and insight into to the business, operations, and customer. Applies hindsight, insight, and foresight techniques to communicate complex findings and recommendations to influence others to take action Uses knowledge of business and data structure to discover and/or anticipate problems where data can be used to solve the problem Uses spreadsheets, databases, and relevant software to provide ongoing analysis of operational activities Applies data visualization for discovery and timely insights to decrease Cycle Time to Action (CTA) Assists site operations in identifying areas for improving service levels, reducing operational costs, and providing other operational enhancements Supports account start-up analysis and/or report implementation as needed Develop standardized and ad hoc site and/or customer reporting Streamlines and/or automates internal and external reporting May investigate and recommend new technologies and information systems May conduct feasibility analyses on various processes and equipment to increase efficiency of operations Partners with Finance to develop financial models to analyze productivity and payroll; calculates cost benefits and business impact and proposes solutions Develops predictive models to help drive decision making Designs, develops, and implements data gathering and reporting methods and procedures for Operations Coordinates with Operations Systems group to ensure technical issues and problems are being identified, addressed, and resolved in a timely manner May coordinate with ILD group on issues related to modeling customer solutions, including providing data and relevant insight for customer pursuits Responsible for assisting finance and senior leadership in modeling yearly labor budget based on operational and profile changesRequired Education And Experience Bachelor's degree in business, logistics, mathematics, statistics, or related field, required 1-3 years of analytics experience, requiredOur Organization has a business casual environment and focuses on teamwork, associate development, training, and continuous improvement. We offer competitive wages, excellent affordable insurance benefits (including health, dental, vision and life), 401K plan, paid vacation and holidays.Our Organization is an equal opportunity employer.3+ years of analytics experience, requiredSQL Server & SSMSexperience, RequiredPower BI experience preferredTransportation knowledge a plusMS Azure, Pyhton, R, uiPathRPA experience,nice to haveShow moreShow less"
866,Customer Experience Analyst,CVG Airport - Cincinnati/Northern Kentucky International Airport,"Class SummaryResponsible for analysis and reporting on data related to the Customer Experience and Terminal Services to improve the guest and tenant experiences at CVG Airport. Provides support to other departments as needed. Regularly meets with internal and external customers; supports evaluation of, and data collection for, customer and tenant/airline concerns. Coordinates with staff to ensure passenger experience/perspective is represented in all aspects of airport planning and operations. Routinely reports results for purposes of supporting key performance indicators and strategic plan initiatives.Essential DutiesThis class specification represents only the core areas of responsibilities; specific position assignments will vary depending on the needs of the department.Prepares various reports to include but not limited to quarterly Airport Service Quality (ASQ) data, Airport on-time and other performance indicators (DOT, FAA, and other web-service data) and holistic Airport daily operational performance measures.Responds to all noise-related complaints with community members and provides them with information and resources as requested. Prepares monthly and annual reports regarding complainant data. Assists with Airport Noise Abatement Committee (ANAC) Annual Meeting.Works with Airline representatives to ensure continuous improvement of the passenger experience, identifies challenges to operations, and develops alternatives.Assists with various forms of data collection to include but not limited to Airport Service Quality (ASQ) surveys, and other data collection opportunities as assigned.Reviews security footage in order to analyze and develop resolutions to improve passenger movement, determine changes required to planning and guidance documents, and disseminate change to stakeholders.Supports other departments with data collection and reporting needs.Prepares and maintains operational memorandums, general notices, manuals, and standard operation procedures.Supports the scheduling of aircraft overnight parking in coordination with the Airport Operations Center and the airline carriers.Supports Innovation department initiatives and assists with various Innovation projects as assigned.Oversees Flight Information Displays (FIDs) around the airport, and coordinates image rotation among various playlists as requested.Co-leads the Arts in the Airport initiative with the Communications department to schedule performances with local artists.Performs other duties of a similar nature and level as assigned.Training And ExperienceAssociate’s degree in a related field to the area of assignment and one to three years of related experience; or, an equivalent combination of education and experience sufficient to successfully perform the essential duties of the job such as those listed above.Licensing/CertificationsMaintains Security Identification Display Area (SIDA) clearance.Knowledge (preferred)Federal Aviation Authority (FAA) regulationsDepartment of Homeland Security, FAA, and local security regulationsAirline flight scheduling practices and revenue control conceptsAirline passenger experience from booking flight to arriving at final destinationAviation performance data sourcesProject managementData visualization and reporting including knowledge of PowerBI.Skill InClearly and effectively communicating, and advocating, both orally and in writingUse of a variety of computer-based technologies including word processing, and spreadsheets; Proven command of Microsoft Office SuiteEstablishing and maintaining effective, fair, cooperative, collaborative, and respectful relationships with internal and external colleagues, peers, work teams and workgroupsAda And Other RequirementsPositions in this class typically require: standing, walking, talking, hearing, seeing and repetitive motions.Light Work: exerting up to 20 pounds of force occasionally, and/or up to 10 pounds of force frequently, and/or a negligible amount of force constantly to move objects.Show moreShow less"
